comment,label
"['yes', 'it', 'is', 'not', 'millions', 'tax', 'collection', 'people', 'area', 'were', 'gang', 'sesame', 'people']",sarc
['nan'],sarc
"['pm', 'a', 'careful', 'suction', 'blood']",non-sarc
"['ridiculous', 'bowl']",non-sarc
"['be', 'word', 'most']",sarc
['damn'],non-sarc
['congratulations'],non-sarc
"['last', 'sell', 'out', 'does', 'not', 'agree', 'try', 'it', 'is', 'cursed', 'day', 'long']",sarc
"['statement', 'said', 'scientific', 'evidence', 'systematic', 'n', 'please']",sarc
['bullshit'],non-sarc
"['confirmed', 'it', 'was', 'in', 'days', 'apostasy']",non-sarc
['deceive'],non-sarc
"['get', 'up', 'early', 'read', 'news', 'headlines', 'comedy', 'also', 'seemed', 'amused', 'I', 'read', 'midriff']",sarc
"['pm', 'most', 'poor', 'Coalition']",non-sarc
['nan'],sarc
"['Islam', 'developed', 'economies', 'head', 'useless']",non-sarc
"['I', 'am', 'happy', 'quick', 'riddance']",non-sarc
['wretched'],non-sarc
"['head', 'testicles']",non-sarc
['amen'],non-sarc
"['he', 'done', 'a', 'good', 'Muslim', 'leader']",non-sarc
"['in', 'a', 'name', 'people', 'destitute', 'people', 'choke', 'under', 'pressure', 'in', 'blood', 'sucked', 'masses', 'people', 'take', 'a', 'day', 'brim', 'selective', 'cents', 'a', 'day', 'royal', 'usurer', 'none', 'before', 'pm', 'quotes', 'on', 'national', 'lines', 'it', 'later']",non-sarc
['lying'],non-sarc
"['who', 'sat', 'curse', 'it', 'very', 'visibly', 'angry']",sarc
"['advanced', 'green', 'vomit']",sarc
"['it', 'be', 'criticism', 'dock', 'pm', 'maybe', 'worse', 'he', 'says', 'will', 'support']",non-sarc
"['am', 'glad', 'people', 'suffering']",non-sarc
"['na', 'spit']",sarc
"['always', 'happy', 'meet']",sarc
['full'],sarc
"['thank', 'God', 'pray', 'best']",non-sarc
['rights'],non-sarc
"['he', 'created', 'most', 'advanced', 'jokes', 'will', 'most', 'corrupt', 'is']",sarc
"['highest', 'state', 'tax', 'jackass']",non-sarc
"['it', 'is', 'not', 'fooling', 'jib']",non-sarc
"['article', 'was', 'senile', 'old', 'man', 'who', 'was', 'drunk', 'tun', 'm', 'was', 'more', 'powerful']",non-sarc
"['shell', 'mu']",non-sarc
"['most', 'advanced', 'also', 'praised', 'too', 'much', 'longer', 'tail', 'Islamic', 'country', 'better', 'Malaysia', 'just', 'one', 'example', 'qatar']",sarc
"['go', 'hell', 'is']",non-sarc
"['Poop', 'is', 'he', 'just', 'went', 'forward', 'people', 'suffer']",non-sarc
"['advance', 'many', 'Malaysians', 'have', 'a', 'difficult', 'forward', 'supposedly']",non-sarc
"['congratulations', 'lucky', 'pm']",non-sarc
['nan'],non-sarc
['insight'],sarc
"['why', 'people', 'still', 'feel', 'more', 'difficult', 'move', 'but', 'increasingly', 'overburdened']",sarc
['nan'],sarc
['winch'],non-sarc
"['name', 'Islam', 'but', 'blood', 'choke', 'n', 'corruption']",non-sarc
"['a', 'nurse', 'who', 'loves']",sarc
"['also', 'correct', 'he', 'says', 'it', 'does', 'not', 'need', 'it', 'insults', 'he', 'did', 'not', 'like', 'praying', 'either', 'already', 'is']",non-sarc
"['went', 'wrong']",non-sarc
['dyke'],non-sarc
"['is', 'father', 'economic', 'woe', 'begotten', 'son', 'n', 'family', 'have', 'is', 'most', 'advanced', 'in', 'world']",non-sarc
"['paler', 'anal', 'n', 'is', 'chief', 'father']",non-sarc
"['crested', 'head', 'brain']",non-sarc
['nan'],sarc
"['is', 'best', 'still', 'support', 'government']",non-sarc
"['advanced', 'Islamic', 'economy']",sarc
"['chat', 'longer', 'have', 'it', 'jib']",sarc
"['he', 'is', 'crazy', 'dah']",non-sarc
['curse'],non-sarc
"['head', 'blind']",non-sarc
"['old', 'has', 'worsened', 'visibly']",non-sarc
"['dead', 'wrong', 'transvestite', 'no', 'eggs']",non-sarc
"['penis', 'is']",non-sarc
"['head', 'testicles', 'economy', 'economic', 'islam', 'islam', 'constituents', 'have', 'told', 'gamble', 'go', 'a', 'brewery']",non-sarc
"['cis', 'go', 'it', 'alone', 'chat', 'jib']",non-sarc
"['bastard', 'best', 'now', 'remember', 'do', 'is', 'close', 'people', 'one', 'day', 'will', 'be', 'cold', 'it', 'all', 'going', 'right', 'people']",non-sarc
"['there', 'is', 'an', 'advance', 'opportunity', 'den', 'salivary']",non-sarc
"['out', 'gap', 'advanced', 'sweeper', 'good', 'friends', 'I', 'lost', 'money']",sarc
"['proud', 'does', 'not', 'suck', 'not', 'proud']",sarc
['testicles'],non-sarc
"['funny', 'story', 'long', 'episodes', 'have', 'not', 'seen']",sarc
['nan'],non-sarc
"['most', 'advanced', 'but', 'still', 'there', 'are', 'more', 'things', 'forbidden', 'Malaysia', 'think', 'is', 'self']",sarc
['useless'],non-sarc
"['nod', 'ahead']",non-sarc
"['shock', 'does', 'old', 'man']",sarc
['forever'],sarc
"['advance', 'object', 'currency', 'fell', 'sharply', 'last', 'year', 'budget', 'all', 'burden', 'on', 'people', 'oppress', 'people', 'know', 'not']",non-sarc
"['parents', 'are', 'very', 'high', 'fly', 'it']",non-sarc
"['Islam', 'is', 'most', 'advanced', 'country', 'it', 'is', 'people', 'live', 'hard', 'tumbling', 'off', 'body', 'unemployed', 'graduates', 'was', 'a', 'long', 'wait', 'good', 'citizens', 'Brunei', 'quiet']",non-sarc
"['happy', 'but', 'not', 'on', 'citizens']",non-sarc
"['congratulations', 'Malaysia']",non-sarc
['it'],sarc
"['I', 'was', 'somewhat', 'deceptive', 'mouth', 'sweet', 'kid', 'only', 'knew', 'pink', 'lips', 'gay', 'overshoot', 'age']",non-sarc
"['cis', 'away', 'is', 'awful', 'phlegm']",non-sarc
"['proud', 'kosher', 'wine', 'gambling']",sarc
"['harness', 'most', 'advanced', 'hard', 'people', 'do', 'not', 'know', 'lacquer', 'only']",sarc
"['advanced', 'it']",sarc
"['corruption', 'is', 'indeed', 'progress']",non-sarc
['full'],sarc
"['who', 'talk', 'like', 'so', 'I', 'he', 'used', 'a', 'broom', 'people', 'do', 'not', 'slander', 'it', 'print']",sarc
['nan'],non-sarc
"['Mr', 'increase']",sarc
"['drunk', 'who', 'can', 'recognize', 'it']",non-sarc
"['drunk', 'oil', 'cow', 'dung', 'dock']",non-sarc
"['people', 'suffer']",non-sarc
"['poop', 'poop', 'poop', 'anyway', 'I', 'hate']",non-sarc
['fact'],sarc
"['advanced', 'thou']",non-sarc
"['other', 'people', 'do', 'also', 'pm', 'not', 'dead', 'yet', 'quotation', 'is', 'all', 'bank', 'no', 'I', 'do', 'not', 'want', 'get', 'in', 'I', 'will', 'pay', 'new', 'body', 'continue', 'all', 'heart']",non-sarc
"['just', 'happy', 'languish', 'jib']",non-sarc
"['aunt', 'developed']",sarc
"['do', 'not', 'cite', 'close', 'selling', 'unsold', 'television', 'ok']",sarc
['agree'],non-sarc
"['nutmeg', 'developed', 'testicles']",non-sarc
"['is', 'talk', 'cock']",non-sarc
"['pm', 'sorry', 'there', 'are', 'people', 'like']",non-sarc
['nan'],non-sarc
"['ss', 'self', 'indulgent']",sarc
"['Islamic', 'economy', 'tax', 'corruption', 'wretched']",non-sarc
"['but', 'do', 'not', 'follow', 'Islamic', 'way', 'too', 'many', 'thanks']",sarc
"['do', 'not', 'piss', 'lah', 'jib']",non-sarc
"['advanced', 'thing', 'poor', 'tax', 'increase']",non-sarc
['life'],sarc
"['shock', 'own', 'pigs']",non-sarc
"['turkey', 'not', 'Islamic', 'state', 'advanced', 'reporters', 'want', 'even', 'kidding']",non-sarc
"['best', 'by', 'wearing', 'a', 'earners', 'poor', 'like', 'jaws']",sarc
"['blah', 'lah', 'testicles']",non-sarc
"['anal', 'mu']",non-sarc
"['developed', 'countries', 'do', 'people', 'miserable']",non-sarc
"['I', 'happy', 'again', 'traitor', 'country', 'resigns']",non-sarc
"['Malaysia', 'is', 'fate', 'can', 'print', 'kinds', 'tried', 'hide', 'difficulties', 'people', 'still', 'want', 'say', 'Islam', 'most', 'advanced', 'economy', 'be', 'proud', 'kind', 'leader', 'are']",non-sarc
"['lie', 'again']",non-sarc
"['repentance', 'jib', 'is', 'already', 'sick', 'people']",sarc
"['all', 'self', 'indulgent', 'ss']",sarc
['pee'],non-sarc
"['pimp', 'who', 'received', 'award', 'again', 'award', 'same', 'pimp', 'pimp', 'Dog', 'Poop']",non-sarc
"['chestnuts', 'or', 'monkey', 'mistreated', 'people', 'did', 'not', 'want', 'comment']",non-sarc
"['bald', 'head', 'testicles', 'Malay', 'economy', 'right', 'testicle', 'is', 'developed', 'nutmeg']",non-sarc
"['why', 'I', 'do', 'not', 'know', 'why', 'I', 'did', 'not', 'feel', 'any', 'effects', 'he', 'can', 'comes', 'out', 'kind', 'confident', 'statement']",sarc
"['spa', 'parents']",sarc
"['forward', 'any', 'reason', 'illegal', 'object', 'name', 'only', 'islam']",sarc
"['leader', 'unconsciousness', 'many', 'bribes']",non-sarc
['stupid'],non-sarc
"['islam', 'illegal', 'Jewish', 'kosher', 'has', 'become', 'a', 'mixed', 'version']",non-sarc
"['he', 'really', 'developed', 'flood', 'news', 'not', 'be', 'so', 'ridiculous', 'wretched']",sarc
"['most', 'scammers']",non-sarc
['buffalo'],non-sarc
"['behind', 'it']",non-sarc
"['Rap', 'still', 'have', 'soul', 'Islam', 'not', 'fatal', 'g']",sarc
['advanced'],sarc
"['administer', 'may', 'remain', 'permanent', 'after']",non-sarc
"['Muslims', 'have', 'a', 'business', 'trim', 'forward']",non-sarc
"['cronies', 'all', 'said', 'nice', 'nice', 'tax', 'write', 'ringgit', 'fell', 'good', 'good', 'economic', 'brim', 'nice', 'nice', 'nice', 'whatever', 'plague', 'Malaysia', 'leaders', 'regret', 'I', 'fuck', 'bastard', 'votes']",non-sarc
"['forward', 'is', 'very']",sarc
"['advanced', 'get', 'lost', 'it', 'is', 'very']",sarc
"['money', 'in', 'account', 'may', 'eat', 'up', 'every', 'minute']",sarc
"['nutmeg', 'camel']",non-sarc
"['movie', 'he', 'was', 'acting', 'strong', 'but', 'no', 'result', 'created', 'poi', 'jam', 'people', 'do', 'not', 'know']",sarc
['nan'],sarc
"['I', 'do', 'not', 'know', 'he', 'saw', 'face', 'continuing', 'mood', 'lost']",sarc
"['I', 'think', 'it', 'is', 'advanced', 'enough', 'compare', 'national', 'country', 'full', 'modern', 'skyscrapers', 'n']",sarc
"['not', 'islam', 'islam', 'is', 'not', 'corruption']",non-sarc
"['it', 'is', 'happy', 'are', 'callous', 'mind', 'brain']",non-sarc
"['head', 'testicles', 'jib']",non-sarc
"['forward', 'sales', 'liquor', 'may']",non-sarc
['winch'],non-sarc
"['but', 'pm', 'glad', 'people', 'are', 'suffering']",non-sarc
['nan'],sarc
"['pm', 'happy', 'a', 'lot', 'money', 'he', 'wants', 'eat', 'again']",sarc
['nonsense'],non-sarc
"['disaster', 'can', 'turn', 'happy', 'remembers', 'people', 'happy', 'leadership', 'country', 'do', 'not', 'have', 'want', 'be', 'proud', 'so', 'is', 'like', 'people', 'who', 'dig', 'anal', 'take', 'smell', 'as', 'shock', 'Countdown', 'people', 'united', 'vote', 'no', 'confidence', 'let', 'all', 'keep', 'it', 'up', 'dah', 'abuses', 'government', 'people', 'more', 'taxes', 'can', 'not', 'sit', 'still', 'despite', 'strong', 'faith', 'in', 'any', 'way', 'patient', 'some', 'its', 'leaders', 'are', 'barbaric', 'people', 'hardship', 'was', 'not', 'leader', 'devil', 'name', 'also', 'sinned', 'choose', 'leaders', 'who', 'are', 'ignorant']",non-sarc
"['people', 'are', 'not', 'dead', 'yet', 'as', 'please', 'make']",non-sarc
"['laugh', 'brother']",sarc
"['dubai', 'foot', 'piss', 'believe']",sarc
"['skull', 'advanced']",sarc
"['gambling', 'center', 'liquor', 'nightclub', 'prostitutes', 'do', 'not', 'know', 'about', 'Islam', 'practiced', 'kind', 'economic', 'good', 'job', 'brother']",sarc
"['money', 'brim', 'money', 'taxes', 'are', 'know', 'do', 'not', 'have', 'be', 'expensive', 'things', 'money', 'so', 'small', 'now', 'difficult', 'life', 'today', 'salary', 'is', 'not', 'enough', 'eat', 'now', 'is', 'not', 'like', 'before', 'big', 'money', 'is', 'now', 'currency', 'small', 'dah', 'lah', 'a', 'salary', 'close', 'employee', 'are', 'small', 'only', 'it', 'will', 'be', 'developed']",sarc
"['ape', 'forward']",non-sarc
['liar'],non-sarc
['full'],sarc
"['pleased', 'results', 'other', 'people', 'tun', 'he', 'is', 'na', 'develop', 'Malaysia', 'proud', 'people', 'responsible', 'all', 'taxes', 'country', 'stability', 'is', 'not', 'ashamed', 'proud', 'brother']",non-sarc
"['most', 'advanced', 'wall', 'face', 'eating', 'people', 'money']",non-sarc
"['advanced', 'blind']",non-sarc
"['head', 'testicles', 'forward', 'dubai', 'qatar', 'bahrain', 'power', 'only', 'see', 'developed', 'countries', 'do', 'not', 'see', 'any', 'same', 'kind', 'tun', 'm', 'order']",non-sarc
"['is', 'proud', 'oh', 'dear', 'friend']",non-sarc
['bullshit'],non-sarc
"['glad', 'name', 'people', 'who', 'are', 'sick', 'jack']",sarc
"['fact', 'many', 'incorrect']",non-sarc
"['go', 'hell']",non-sarc
"['pm', 'Malaysia']",sarc
"['advanced', 'head', 'testicles', 'print', 'is', 'worst', 'century']",non-sarc
"['all', 'was', 'Chinese', 'economy', 'is', 'also', 'doing', 'business', 'in', 'Malaysia', 'has', 'name', 'Islam']",sarc
['phlegm'],non-sarc
"['advanced', 'half', 'people', 'want', 'destitute', 'minister', 'wealthy']",non-sarc
['let'],sarc
['deceiver'],non-sarc
"['advance', 'Islamic', 'NGOs', 'complain', 'no', 'help']",non-sarc
"['shock', 'is', 'again']",sarc
"['fact', 'is', 'people', 'suffering', 'empty', 'praise', 'hope']",sarc
"['ethereal', 'ethereal', 'dream', 'world', 'dream', 'world']",sarc
['pig'],non-sarc
['very'],sarc
"['scammer', 'pm', 'Malaysia']",sarc
"['father', 'head']",non-sarc
"['billion', 'already', 'take', 'advanced', 'it', 'is']",sarc
"['sense', 'shame', 'is', 'not', 'advanced', 'but', 'na', 'move', 'forward', 'is', 'difficult', 'see', 'people', 'Brunei', 'is', 'a', 'new', 'advanced']",non-sarc
['morning'],sarc
"['new', 'pimp', 'corrupt', 'bandits', 'right']",non-sarc
"['advanced', 'head', 'brain', 'people', 'do', 'not', 'eat', 'enough', 'already', 'exhausted', 'other', 'Arab', 'countries']",sarc
"['own', 'shock']",sarc
"['lying', 'illegal', 'in', 'Malaysia', 'is', 'stupid']",non-sarc
"['it', 'is', 'most', 'advanced', 'corruption', 'is', 'most', 'brazen', 'pm']",sarc
"['buffoonery', 'morning']",sarc
"['most', 'advanced', 'people', 'eating', 'money']",sarc
"['surrogate', 'happy', 'also', 'people', 'was', 'indeed', 'Islamic', 'economy', 'most', 'advanced', 'available', 'club', 'program', 'television', 'gambling', 'licensed', 'sell', 'liquor', 'licensed', 'non', 'food', 'act', 'licensed', 'mistaken', 'can', 'cause', 'illegal', 'assessment', 'tax', 'window', 'tax', 'kitchen', 'cabinets', 'n', 'list', 'goes', 'on', 'so', 'Islam', 'is', 'in']",sarc
['advanced'],sarc
"['advanced', 'grandfather']",sarc
"['father', 'he', 'advanced', 'people', 'there', 'is']",non-sarc
"['name', 'do', 'people', 'suffer']",non-sarc
"['machine', 'may', 'water', 'it', 'does', 'not', 'cover', 'cost', 'increased', 'business', 'amen']",sarc
"['dead', 'not', 'only', 'able', 'say', 'a', 'prayer', 'so', 'new', 'stable', 'trade', 'ok']",non-sarc
"['better', 'complained', 'recovered', 'prayer', 'ringgit']",non-sarc
"['kind', 'well', 'find', 'it', 'difficult', 'eat']",non-sarc
"['why', 'not', 'write', 'high', 'closing']",sarc
"['yesterday', 'told', 'week', 'saw', 'strong', 'ringgit', 'is', 'Sunday', 'talk', 'next', 'week', 'is', 'expected', 'go', 'high', 'in', 'proper']",sarc
"['oh', 'it', 'wants', 'a', 'stable', 'boy', 'was', 'not', 'happy', 'share', 'trade']",non-sarc
"['ringgit', 'is', 'up', 'more']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['thank', 'amine']",non-sarc
['deceiver'],non-sarc
"['ringgit', 'rupiah', 'wait', 'so', 'do', 'not', 'go', 'down', 'as', 'long', 'as', 'bake']",sarc
"['beautiful', 'bouquet', 'say', 'ants', 'elephants', 'is', 'already', 'O', 'friend', 'is', 'time', 'change']",sarc
"['thanks', 'thank', 'God']",non-sarc
"['unlucky', 'import', 'goods', 'all', 'have', 'increased', 'price', 'story']",non-sarc
"['thank', 'easy', 'n', 'ok']",non-sarc
"['page', 'daily', 'news', 'news', 'heart']",sarc
['thank'],non-sarc
"['simple', 'thank', 'recover', 'first', 'kind', 'ridiculous', 'comments', 'yet', 'beautiful', 'prayer', 'will', 'miss', 'interest']",non-sarc
"['thank', 'thank', 'God']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['are', 'not', 'exhausted', 'are', 'fed', 'it', 'well']",non-sarc
"['Thanks', 'a', 'lot', 'also', 'increase', 'was', 'somewhat', 'higher', 'last', 'Friday', 'amine']",non-sarc
"['high', 'trees']",sarc
['good'],non-sarc
"['thank', 'God', 'by', 'higher', 'salaries', 'month']",non-sarc
"['dollar', 'higher', 'again']",non-sarc
"['amused', 'hear', 'ringgit', 'closed', 'high', 'dollar', 'is', 'going', 'pretty', 'hokey']",non-sarc
"['Thanks', 'hope', 'Malaysian', 'economy', 'fully', 'recover', 'amine']",non-sarc
['thank'],non-sarc
['thank'],non-sarc
"['I', 'think', 'national', 'reserve', 'waning', 'previous', 'year', 'saw', 'a', 'number', 'reasons', 'have', 'decreased', 'value', 'ringgit', 'us', 'reserve', 'had', 'less', 'US', 'billion', 'as', 'stated']",non-sarc
"['congratulations', 'congratulations', 'pm']",non-sarc
"['follow', 'Malaysian', 'opposition', 'is', 'bankrupt', 'last', 'year', 'but', 'today', 'ratings', 'international', 'bodies', 'by', 'fitch', 'Moodys', 'Standard', 'Poors', 'remains', 'a', 'show', 'confidence', 'investors', 'Malaysia', 'so', 'not', 'believe', 'hearsay', 'opposition', 'no', 'credibility', 'just', 'clever', 'protest', 'but', 'did', 'not', 'do', 'help', 'people', 'state', 'sales', 'saliva', 'may', 'be', 'possible', 'oppose', 'royal', 'birth', 'death']",non-sarc
['thank'],non-sarc
"['take', 'it', 'a', 'little', 'close']",sarc
"['on', 'paper', 'only', 'coat']",sarc
"['cement', 'new', 'loud', 'do', 'not', 'know']",sarc
"['country', 'is', 'still', 'strong', 'fundamental', 'congratulations', 'national', 'front', 'government']",non-sarc
"['national', 'debt', 'also', 'point', 'much', 'amount']",non-sarc
"['first', 'scene', 'soon', 'Malaysia', 'bankrupt', 'now', 'silent', 'one', 'is', 'correct']",non-sarc
"['payable', 'b', 'just', 'some', 'people', 'use', 'rolling', 'mouth', 'project', 'bawdy', 'n', 't', 't', 'last', 'too', 'sorry', 'say', 'accidentally']",sarc
