comment,sent_majority,sarc_majority
"Dunia khayalan, dunia impian, dunia khayalan, duniaaaa impiannnn aaaaaaaaa",pos,sarc
Vavi,neg,non-sarc
Vongok sgt,neg,sarc
Ni PM scammer malaysia,pos,sarc
Pale bapok mu!!,neg,non-sarc
Dah ambik 2.6 bilion maju lah tu.,pos,sarc
malu nye ase..x maju tp d kta kn maju..apa nk maju nya kalu rkyat sush..tgk brunei 2 mcm 2 la bru maju,neg,non-sarc
ni apa yg ko mencarot pagi2 ni...puii,neg,sarc
Barua...penyamun .. Perasuah..ni br betul...,neg,non-sarc
Maju kepala otak kau rakyak makan pun tak cukup..habis negara arab yg lain keberapa pula?,neg,sarc
xabes2 syok sndri,pos,sarc
Bohong ko najip .. Haram ko di bumi malaysia ni .. Puiiiiii paluiiiii,neg,non-sarc
Maju lah sangat..paling korupsi adalah..pm yg paling tak malu,neg,sarc
Lawak pg,pos,sarc
Paling maju makan duit rakyat..,neg,sarc
"Aah..tumpang hepi gk kitorg pn..mmg ekonomi islam plg maju..ade zouk club, ade program yahanana bananana tv3, judi berlesen, jual arak berlesen, rokok akta makanan, vape berlesen, ehhh silap, vape mane bole sbb HARAM, cukai pintu, cukai tingkap, cukai kabinet dapur, n the list goes on..so islamic kan :D",pos,sarc
maju Najib. ..,pos,sarc
maju tok mung...,pos,sarc
apak dia maju.nyush kn org ad laa,neg,non-sarc
Nama nak buat apa klau rakyat susah,neg,non-sarc
Semoga mesin air rm1 tu tak naik harga & xtutup perniagaan... Amin,pos,sarc
Xmmpu berkate2..hny mampu doa..supaya stabil..bru ok nk trade..hmm,pos,non-sarc
Dari kita merngut lebih baik kita doa rnggit kita pulih..,pos,non-sarc
Klo mcm ini mcm mana na cari mkn susah la..,neg,non-sarc
Nape xtulis tutup tinggi..kiki,pos,sarc
"Semalam cakap minggu ini ringgit kukuh... tengok la, hari ahad ni cakap minggu depan dijangka di buka tinggi.. propa...",pos,sarc
Adesss..bila la nk stabil..nk trade saham pun xsenang,pos,non-sarc
mnx2 lh naik smpi 2ringgit lbih..,pos,non-sarc
Alhamdulilah,pos,non-sarc
Alhamdulillah...,pos,non-sarc
Alhamdulilah aamiin..,pos,non-sarc
Penipu...!!!,neg,non-sarc
4.2 riggit tuggu jdi rupia selgi bake razak x turun,pos,sarc
Cantiknya karangan ini . Nak kata semut besar dari gajah la ni. Sudah la wahai kawan ku. Masa untuk berubah,pos,sarc
Syukur alhamdulillah ya allah..,pos,non-sarc
Ciall. Barang import suma dh naik harga ni pacitaa???,neg,non-sarc
Alhamdulillah mudah n ... Ok,pos,non-sarc
Nie page berita harian ke berita sedapkan hati??,pos,sarc
"Alhamdulilah,",pos,non-sarc
Alhamdulillah...mudah2 han pulih mcam dulu....dari pada comen merepek...lagi elok doa kan...kan ada faedah nya....,pos,non-sarc
Alhamdulillah... syukur Ya ALLAH...,pos,non-sarc
Alhamdulillah,pos,non-sarc
alhamdulillah...,pos,non-sarc
Ko ni x hbis 2.6 da muak la wei,neg,non-sarc
Kenaikan sebanyak...0.003 alhamdulilah banyak juga tu...agak tinggi berbanding hari jumaat lepas...amin.,pos,non-sarc
Tinggi mana tu atas pokok ke,pos,sarc
BAGUS.......,pos,non-sarc
Alhamdulillah...tggi lg gj ku bln ni,pos,non-sarc
RM4.25 berbanding dolar...tinggi lagi!,pos,non-sarc
hahaha geli dngr rngt dittp tingi brbnding d0lar?? cukup2 la nk tipu. . .,neg,non-sarc
Alhamdulillah moga ekonomi malaysia pulih sepenuhnya...amin,pos,non-sarc
Alhamdullah.,pos,non-sarc
Alhamdulillah..,pos,non-sarc
Saya rasa reserve negera makin menyusut dari tahun2 sebelumnya..  angka nampak besar sebab nilai ringgit kita telah menurun berbanding dgn US$..Reserve kita dah kurang dari US$100billion seperti dinyatakan...,neg,non-sarc
Tahniah bnm dan tahniah datuk seri najib pm,pos,non-sarc
"Kalau ikut pembangkang, Malaysia sudah bankrap 20 tahun lepas...tapi hari ini, penarafan badan antarabangsa oleh Fitch, Moody's dan Standard & Poors kekal A, menunjukkan keyakinan pelabur kepada Malaysia...jadi usahlah percaya cakap kosong pembangkang ye...mereka tiada kredibiliti...cuma pandai membangkang, tapi tidak buat apa2 pun utk bantu rakyat & negara...jual air liur bolehlah...mungkin sudah tersurat dilahirkan utk bangkang sampai mati...",pos,non-sarc
Alhamdulillah,pos,non-sarc
Ambik lh bg kt njib sikit..,pos,sarc
atas kertas saje kot.....,pos,sarc
Jgn bisinglaa...simen kan baru tau...hihi,neg,sarc
fundamental negara kita masih kukuh.. tahniah kerajaan barisan nasional. :),pos,non-sarc
Hutang negara berapa banyak pulak.tunjuklah jumlahnya.,neg,non-sarc
Dulu heboh tak lama lagi malaysia Bangkrap sekarang dah senyap mana satu yg betul ni,neg,non-sarc
htg 2.6b je sbb ade org pkai wat rolling projek.....Opssss mulot t’carut n t’lps ckp pulak.....sori2 x sngaja,neg,sarc
